ID,time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_mid (%),cloud_cover_low (%),visibility (m),evapotranspiration (mm),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (m/s),wind_speed_80m (m/s),wind_speed_120m (m/s),wind_speed_180m (m/s),wind_direction_10m (°),wind_direction_80m (°),wind_direction_120m (°),wind_direction_180m (°),wind_gusts_10m (m/s),temperature_80m (°C),temperature_120m (°C),temperature_180m (°C),cloud_cover_high (%),uv_index (),uv_index_clear_sky (),sunshine_duration (s),wet_bulb_temperature_2m (°C),freezing_level_height (m),boundary_layer_height (m),region,weather_category,precipitation_probability (%)
region 3_2025-11-17_08,2025-11-17 08:00:00,26.4,89.0,24.4,32.2,0.0,0.0,0.0,0.0,0.0,3.0,1011.4,998.8,,40.0,55.0,24140.0,0.06,0.12,0.38,1.0,1.3,1.8,2.8,264.0,266.0,267.0,270.0,2.2,25.0,24.4,23.9,0.0,1.45,1.6,3600.0,24.9,4980.0,365.0,region 3,Rain shower slight,20
region 4_2025-11-17_08,2025-11-17 08:00:00,24.7,90.0,23.0,28.8,0.0,0.0,0.0,0.0,0.0,3.0,1011.6,993.2,78.0,38.0,60.0,24140.0,0.08,0.11,0.31,2.56,3.52,3.69,4.66,231.0,235.0,237.0,247.0,5.3,23.5,22.9,22.5,7.0,1.55,1.6,,23.4,4960.0,510.0,region 4,Thunderstorm no hail,18
region 5_2025-11-17_08,2025-11-17 08:00:00,26.1,90.0,24.3,31.7,0.3,0.0,0.3,0.0,0.0,80.0,1011.1,1005.7,70.0,35.0,50.0,12480.0,0.08,0.12,0.34,1.33,1.63,2.41,3.41,257.0,259.0,265.0,267.0,2.6,24.8,24.2,23.6,10.0,1.05,1.55,3600.0,24.8,4990.0,285.0,region 5,Thunderstorm no hail,20
region 6_2025-11-17_08,2025-11-17 08:00:00,26.8,87.0,24.4,31.6,1.6,0.0,1.6,0.0,0.0,95.0,1010.9,1008.5,100.0,45.0,56.0,24140.0,0.11,0.11,0.46,2.88,3.16,3.16,3.38,290.0,288.0,288.0,289.0,4.3,25.6,24.9,24.0,100.0,0.6,1.55,2582.51,25.0,4990.0,190.0,region 6,Thunderstorm no hail,20
region 7_2025-11-17_08,2025-11-17 08:00:00,28.0,85.0,25.3,34.2,0.0,0.0,0.0,0.0,0.0,3.0,1010.9,1003.3,76.0,42.0,57.0,24140.0,0.06,0.12,0.57,1.39,1.71,2.44,3.07,291.0,291.0,289.0,289.0,2.4,26.7,26.2,25.6,1.0,0.65,1.55,3405.24,25.9,4970.0,105.0,region 7,Thunderstorm no hail,35
region 8_2025-11-17_08,2025-11-17 08:00:00,25.8,90.0,24.1,30.6,0.0,0.0,0.0,0.0,0.0,3.0,1011.3,1000.1,74.0,35.0,55.0,24140.0,0.08,0.12,0.33,2.76,3.68,3.97,5.16,226.0,227.0,229.0,238.0,4.9,24.6,23.9,23.5,7.0,1.6,1.6,,24.5,4990.0,575.0,region 8,Rain shower slight,10
region 1_2025-11-17_09,2025-11-17 09:00:00,24.5,,21.0,27.8,0.0,0.0,0.0,0.0,0.0,3.0,1012.7,969.9,100.0,39.0,79.0,24140.0,0.29,0.25,0.58,1.96,2.67,2.77,2.94,255.0,257.0,257.0,260.0,5.2,23.3,22.7,21.9,100.0,3.3,3.75,3600.0,22.0,4980.0,445.0,region 1,Thunderstorm no hail,3
region 2_2025-11-17_09,2025-11-17 09:00:00,26.9,85.0,24.2,32.6,0.2,0.0,0.2,0.0,0.0,80.0,1011.9,1005.6,95.0,51.0,63.0,16860.0,0.2,0.23,0.53,0.85,1.04,1.08,1.04,291.0,287.0,292.0,287.0,4.7,25.2,24.5,23.7,73.0,2.9,3.55,3600.0,24.9,5000.0,435.0,region 2,Rain shower slight,93
region 3_2025-11-17_09,2025-11-17 09:00:00,27.5,82.0,24.2,32.8,0.1,0.0,0.1,0.0,0.0,2.0,1011.8,999.2,72.0,35.0,55.0,24140.0,0.2,0.27,0.66,1.87,2.26,2.33,2.33,254.0,257.0,260.0,260.0,4.1,25.9,25.2,24.3,1.0,3.1,3.7,,25.1,5010.0,630.0,region 3,Rain shower slight,48
region 4_2025-11-17_09,2025-11-17 09:00:00,25.8,85.0,23.1,29.7,0.0,0.0,0.0,0.0,0.0,2.0,1012.0,993.7,67.0,39.0,45.0,24140.0,0.24,0.24,0.5,3.06,3.94,4.1,4.19,232.0,234.0,236.0,237.0,6.7,24.3,23.6,22.8,7.0,3.55,3.75,,23.8,5010.0,750.0,region 4,Thunderstorm no hail,28
region 5_2025-11-17_09,2025-11-17 09:00:00,27.2,86.0,24.7,32.7,0.4,0.0,0.4,0.0,0.0,80.0,1011.5,1006.1,71.0,25.0,60.0,24140.0,0.23,0.26,0.5,1.99,2.47,2.47,2.57,252.0,256.0,256.0,257.0,4.2,25.6,24.9,24.1,3.0,2.3,3.65,3600.0,25.3,5000.0,475.0,region 5,Thunderstorm no hail,48
region 6_2025-11-17_09,2025-11-17 09:00:00,27.0,86.0,24.4,31.9,1.2,0.0,1.2,0.0,0.0,95.0,1011.4,1009.0,94.0,42.0,56.0,24140.0,0.12,0.23,0.5,2.85,3.04,3.13,3.23,288.0,287.0,287.0,286.0,4.3,25.7,25.0,24.2,75.0,1.4,3.65,,25.1,4980.0,305.0,region 6,Thunderstorm no hail,48
region 7_2025-11-17_09,2025-11-17 09:00:00,28.9,81.0,25.3,34.8,0.4,0.0,0.4,0.0,0.0,80.0,1011.4,1003.8,80.0,42.0,59.0,24140.0,0.2,0.25,0.76,1.94,2.35,2.45,2.47,282.0,282.0,282.0,284.0,4.1,27.3,26.6,25.7,15.0,1.5,3.65,,26.2,4970.0,255.0,region 7,Thunderstorm no hail,43
region 8_2025-11-17_09,2025-11-17 09:00:00,26.9,84.0,24.0,31.3,0.0,0.0,0.0,0.0,0.0,2.0,1011.6,1000.4,72.0,32.0,50.0,24140.0,0.2,0.23,0.57,3.28,4.22,4.36,4.44,232.0,234.0,233.0,234.0,6.3,25.4,24.7,23.9,14.0,3.55,3.75,3600.0,24.7,5030.0,830.0,region 8,Rain shower slight,38
region 1_2025-11-17_10,2025-11-17 10:00:00,25.0,80.0,21.3,28.5,0.0,0.0,0.0,0.0,0.0,3.0,1013.0,970.2,100.0,30.0,73.0,24140.0,0.36,0.32,0.63,2.12,2.85,3.01,3.1,251.0,252.0,255.0,255.0,5.6,23.6,22.9,22.2,100.0,5.7,6.05,3600.0,22.3,4990.0,710.0,region 1,Thunderstorm no hail,13
region 2_2025-11-17_10,2025-11-17 10:00:00,27.5,83.0,24.4,33.2,0.3,0.0,0.3,0.0,0.0,80.0,1012.2,1005.9,100.0,55.0,59.0,24140.0,0.32,0.34,0.62,1.36,1.58,1.68,1.68,253.0,252.0,253.0,253.0,5.0,25.7,25.0,24.1,100.0,4.55,5.8,3600.0,25.2,5000.0,750.0,region 2,Rain shower slight,90
region 3_2025-11-17_10,2025-11-17 10:00:00,28.6,80.0,24.8,34.0,0.2,0.0,0.2,0.0,0.0,2.0,1012.0,999.5,74.0,28.0,63.0,24140.0,0.34,0.39,0.78,2.38,2.94,3.04,3.2,248.0,252.0,253.0,256.0,5.3,26.7,26.0,25.1,1.0,5.2,5.95,,25.8,5040.0,830.0,region 3,Rain shower slight,55
region 4_2025-11-17_10,2025-11-17 10:00:00,26.8,81.0,23.3,30.6,0.1,0.0,0.1,0.0,0.0,2.0,1012.3,994.1,77.0,36.0,53.0,24140.0,0.36,0.36,0.67,3.62,4.72,4.8,4.83,231.0,234.0,234.0,236.0,7.8,25.1,24.4,23.6,26.0,5.6,6.0,3600.0,24.2,5030.0,970.0,region 4,Thunderstorm no hail,55
region 5_2025-11-17_10,2025-11-17 10:00:00,28.4,80.0,24.6,33.5,0.1,0.0,0.1,0.0,0.0,2.0,1011.8,1006.4,80.0,29.0,69.0,24140.0,0.38,0.39,0.77,2.62,3.32,3.42,3.49,252.0,254.0,255.0,257.0,5.6,26.6,25.9,25.0,2.0,3.25,5.9,3600.0,25.6,5040.0,605.0,region 5,Thunderstorm no hail,55
region 6_2025-11-17_10,2025-11-17 10:00:00,27.3,85.0,24.5,32.1,0.9,0.0,0.9,0.0,0.0,95.0,1011.7,1009.3,77.0,42.0,61.0,24140.0,0.15,0.35,0.54,3.08,3.28,3.28,3.3,283.0,282.0,282.0,284.0,4.8,25.9,25.2,24.4,11.0,2.1,5.85,3600.0,25.2,4990.0,390.0,region 6,Thunderstorm no hail,55
region 7_2025-11-17_10,2025-11-17 10:00:00,29.9,78.0,25.7,35.9,0.0,0.0,0.0,0.0,0.0,3.0,1011.8,1004.2,,36.0,54.0,24140.0,0.33,0.39,0.93,2.31,2.71,2.82,2.82,275.0,274.0,276.0,276.0,5.0,27.8,27.1,26.2,66.0,2.7,5.9,3600.0,26.7,4990.0,495.0,region 7,Thunderstorm no hail,53
region 8_2025-11-17_10,2025-11-17 10:00:00,28.0,80.0,24.2,32.2,0.4,0.0,0.4,0.0,0.0,80.0,1011.9,1000.7,68.0,35.0,49.0,24140.0,0.33,0.36,0.76,3.83,4.76,4.9,4.98,229.0,231.0,231.0,232.0,7.4,26.2,25.4,24.6,7.0,5.8,6.0,3600.0,25.2,5050.0,1025.0,region 8,Rain shower slight,45
region 1_2025-11-17_11,2025-11-17 11:00:00,25.5,76.0,21.0,28.4,0.0,0.0,0.0,0.0,0.0,3.0,1012.5,969.8,100.0,54.0,58.0,24140.0,0.43,0.37,0.78,2.82,3.73,3.92,3.89,247.0,250.0,251.0,252.0,6.8,24.1,23.4,22.6,100.0,7.55,8.0,3600.0,22.3,5010.0,980.0,region 1,Thunderstorm no hail,28
region 2_2025-11-17_11,2025-11-17 11:00:00,29.0,,24.3,34.9,0.1,0.0,0.1,0.0,0.0,3.0,1011.7,1005.4,100.0,34.0,75.0,24140.0,0.39,0.45,0.96,,1.87,1.99,1.99,255.0,254.0,252.0,252.0,5.6,26.8,26.1,25.2,100.0,6.9,7.75,3600.0,25.6,5030.0,1000.0,region 2,Rain shower slight,90
region 3_2025-11-17_11,2025-11-17 11:00:00,29.7,73.0,24.3,35.1,0.1,0.0,0.1,0.0,0.0,3.0,1011.5,999.0,100.0,29.0,64.0,24140.0,0.39,0.48,1.12,2.82,3.4,3.49,3.55,243.0,246.0,246.0,248.0,6.5,27.6,26.8,26.0,100.0,7.05,,3600.0,25.8,5050.0,980.0,region 3,Rain shower slight,63
region 4_2025-11-17_11,2025-11-17 11:00:00,27.8,75.0,23.0,31.7,0.1,0.0,0.1,0.0,0.0,2.0,1011.7,993.5,75.0,31.0,60.0,24140.0,0.43,0.45,0.93,4.06,5.3,5.33,5.49,232.0,234.0,236.0,237.0,8.7,25.9,25.2,24.4,13.0,7.65,7.9,3600.0,24.3,5040.0,1200.0,region 4,Thunderstorm no hail,55
region 5_2025-11-17_11,2025-11-17 11:00:00,29.4,74.0,24.2,34.6,0.1,0.0,0.1,0.0,0.0,3.0,1011.2,1005.8,85.0,26.0,65.0,24140.0,0.45,0.47,1.06,3.05,3.86,3.92,3.92,247.0,249.0,251.0,251.0,6.6,27.4,26.6,25.7,45.0,4.1,7.8,3600.0,25.6,5060.0,670.0,region 5,Thunderstorm no hail,63
region 6_2025-11-17_11,2025-11-17 11:00:00,27.6,84.0,24.6,32.8,0.8,0.0,0.8,0.0,0.0,95.0,1011.3,1008.9,98.0,40.0,61.0,24140.0,0.17,0.42,0.59,3.21,3.41,3.41,3.41,274.0,275.0,275.0,275.0,4.9,26.2,25.5,24.6,94.0,3.1,7.75,3600.0,25.4,5000.0,555.0,region 6,Thunderstorm no hail,63
region 7_2025-11-17_11,2025-11-17 11:00:00,30.7,75.0,25.7,37.1,0.1,0.0,0.1,0.0,0.0,3.0,1011.2,1003.6,100.0,39.0,63.0,24140.0,0.41,0.47,1.1,,2.94,2.94,3.03,258.0,260.0,260.0,262.0,5.3,28.5,27.8,26.9,100.0,5.3,7.8,3600.0,27.0,5000.0,835.0,region 7,Thunderstorm no hail,50
region 8_2025-11-17_11,2025-11-17 11:00:00,29.3,74.0,24.2,34.0,0.1,0.0,0.1,0.0,0.0,2.0,1011.2,1000.1,75.0,29.0,62.0,24140.0,0.43,0.49,1.06,4.24,5.41,5.55,5.63,236.0,236.0,236.0,237.0,8.3,27.2,26.4,25.6,2.0,7.7,7.9,3600.0,25.6,5060.0,1215.0,region 8,Rain shower slight,60
region 1_2025-11-17_12,2025-11-17 12:00:00,26.5,77.0,22.1,30.3,0.1,0.0,0.1,0.0,0.0,3.0,1012.0,969.5,100.0,38.0,71.0,16720.0,0.43,0.44,0.79,3.11,4.08,4.12,4.21,237.0,239.0,241.0,242.0,8.3,24.5,23.8,23.0,100.0,8.45,9.2,3600.0,23.3,5000.0,1135.0,region 1,Thunderstorm no hail,33
region 2_2025-11-17_12,2025-11-17 12:00:00,30.1,68.0,23.6,35.9,0.0,0.0,0.0,0.0,0.0,3.0,1011.0,1004.8,100.0,40.0,84.0,21980.0,0.46,0.54,1.37,2.12,2.66,2.66,2.79,251.0,250.0,250.0,249.0,6.4,27.9,27.2,26.3,100.0,7.55,9.0,,25.4,5030.0,1125.0,region 2,Rain shower slight,70
region 3_2025-11-17_12,2025-11-17 12:00:00,30.2,69.0,23.9,35.4,0.0,0.0,0.0,0.0,0.0,3.0,1010.8,998.4,,46.0,73.0,24140.0,0.43,0.51,1.33,3.08,3.77,3.94,3.98,234.0,238.0,240.0,242.0,7.1,28.3,27.5,26.7,100.0,8.4,9.1,3600.0,25.7,5050.0,1040.0,region 3,Rain shower slight,73
region 4_2025-11-17_12,2025-11-17 12:00:00,28.8,72.0,23.2,32.8,0.1,0.0,0.1,0.0,0.0,3.0,1011.0,992.9,92.0,28.0,59.0,24140.0,0.46,0.5,1.1,4.48,5.86,5.94,6.05,231.0,233.0,234.0,236.0,9.5,26.8,26.0,25.2,71.0,9.15,9.15,3600.0,24.7,5050.0,1290.0,region 4,Thunderstorm no hail,53
region 5_2025-11-17_12,2025-11-17 12:00:00,29.8,72.0,24.2,35.1,0.2,0.0,0.2,0.0,0.0,3.0,1010.6,1005.3,100.0,41.0,71.0,24140.0,0.49,0.52,1.17,3.33,4.17,4.25,4.29,237.0,240.0,240.0,242.0,7.2,27.8,27.0,26.1,100.0,5.05,9.0,3600.0,25.7,5070.0,730.0,region 5,Thunderstorm no hail,73
region 6_2025-11-17_12,2025-11-17 12:00:00,27.8,81.0,24.3,33.4,0.4,0.0,0.4,0.0,0.0,80.0,1010.8,1008.4,100.0,31.0,61.0,24140.0,0.19,0.5,0.71,3.45,3.75,3.75,3.73,260.0,261.0,261.0,262.0,5.3,26.3,25.6,24.7,100.0,3.75,9.0,3600.0,25.2,5010.0,630.0,region 6,Thunderstorm no hail,73
region 7_2025-11-17_12,2025-11-17 12:00:00,31.7,70.0,25.5,38.3,0.1,0.0,0.1,0.0,0.0,3.0,1010.6,1003.0,100.0,34.0,63.0,24140.0,0.47,0.57,1.4,3.0,3.58,3.55,3.61,244.0,247.0,248.0,251.0,6.2,29.1,28.4,27.5,100.0,8.4,9.05,3600.0,27.1,5000.0,1170.0,region 7,Thunderstorm no hail,48
region 8_2025-11-17_12,2025-11-17 12:00:00,30.2,70.0,24.2,35.1,0.0,0.0,0.0,0.0,0.0,2.0,1010.5,999.4,77.0,30.0,65.0,23460.0,0.48,0.55,1.29,4.58,5.82,6.05,6.1,234.0,235.0,236.0,235.0,8.9,28.1,27.3,26.4,5.0,9.1,9.1,3600.0,25.8,5070.0,1370.0,region 8,Rain shower slight,68
region 1_2025-11-17_13,2025-11-17 13:00:00,26.3,78.0,22.2,29.8,0.9,0.0,0.9,0.0,0.0,95.0,1011.1,968.6,100.0,44.0,86.0,18140.0,0.41,0.4,0.75,3.38,4.44,4.53,4.57,236.0,239.0,239.0,241.0,8.9,24.6,24.0,23.2,100.0,8.05,9.6,3600.0,23.3,5080.0,1105.0,region 1,Thunderstorm no hail,55
region 2_2025-11-17_13,2025-11-17 13:00:00,30.1,69.0,23.8,35.1,0.2,0.0,0.2,0.0,0.0,3.0,1010.2,1004.0,,52.0,77.0,21640.0,0.42,0.49,1.32,,3.42,3.55,3.55,249.0,249.0,248.0,248.0,7.1,28.0,27.2,26.4,100.0,5.5,9.4,3600.0,25.5,5040.0,750.0,region 2,Rain shower slight,63
region 3_2025-11-17_13,2025-11-17 13:00:00,30.2,69.0,23.9,34.7,0.2,0.0,0.2,0.0,0.0,3.0,1010.1,997.7,100.0,59.0,60.0,24140.0,0.38,0.47,1.33,3.56,4.52,4.6,4.63,232.0,235.0,236.0,237.0,8.0,28.1,27.4,26.5,100.0,8.5,9.45,3600.0,25.6,5030.0,1070.0,region 3,Rain shower slight,75
region 4_2025-11-17_13,2025-11-17 13:00:00,29.0,69.0,22.7,32.7,0.3,0.0,0.3,0.0,0.0,80.0,1010.2,992.1,100.0,45.0,77.0,24140.0,0.49,0.52,1.24,4.88,6.44,6.67,6.68,226.0,228.0,230.0,231.0,10.3,27.2,26.4,25.6,100.0,9.45,9.45,3600.0,24.5,5040.0,1290.0,region 4,Thunderstorm no hail,70
region 5_2025-11-17_13,2025-11-17 13:00:00,29.7,73.0,24.3,34.5,0.6,0.0,0.6,0.0,0.0,80.0,1009.9,1004.6,100.0,50.0,65.0,24140.0,0.43,0.47,1.12,3.64,4.66,4.74,4.83,233.0,235.0,235.0,236.0,7.7,27.5,26.8,25.9,100.0,6.35,9.4,3600.0,25.7,5040.0,830.0,region 5,Thunderstorm no hail,75
region 6_2025-11-17_13,2025-11-17 13:00:00,27.8,82.0,24.5,33.8,0.1,0.0,0.1,0.0,0.0,3.0,1010.0,1007.6,100.0,43.0,59.0,24140.0,0.21,0.54,0.67,3.64,4.05,4.05,4.14,249.0,250.0,250.0,250.0,5.6,26.2,25.5,24.7,100.0,4.8,9.4,3600.0,25.3,5020.0,665.0,region 6,Thunderstorm no hail,75
region 7_2025-11-17_13,2025-11-17 13:00:00,31.8,71.0,25.9,38.9,0.4,0.0,0.4,0.0,0.0,80.0,1009.9,1002.4,100.0,38.0,63.0,19880.0,0.55,0.62,1.36,3.33,4.08,4.12,4.12,237.0,239.0,241.0,241.0,6.9,29.2,28.5,27.6,100.0,7.85,9.45,3600.0,27.4,5020.0,1230.0,region 7,Thunderstorm no hail,50
region 8_2025-11-17_13,2025-11-17 13:00:00,30.5,67.0,23.7,34.8,0.1,0.0,0.1,0.0,0.0,3.0,1009.7,998.6,99.0,44.0,65.0,24140.0,0.48,0.55,1.44,5.04,6.48,6.62,6.7,231.0,232.0,232.0,232.0,9.6,28.4,27.7,26.8,94.0,9.45,9.45,3600.0,25.6,5060.0,1375.0,region 8,Rain shower slight,83
region 1_2025-11-17_14,2025-11-17 14:00:00,25.8,82.0,22.5,29.2,1.1,0.0,1.1,0.0,0.0,95.0,1010.2,967.7,100.0,40.0,82.0,10540.0,0.31,0.27,0.6,3.26,4.56,4.64,4.72,230.0,232.0,233.0,234.0,8.8,24.2,23.6,22.8,100.0,7.3,9.05,,23.3,5090.0,820.0,region 1,Thunderstorm no hail,73
region 2_2025-11-17_14,2025-11-17 14:00:00,29.3,72.0,23.8,34.3,0.5,0.0,0.5,0.0,0.0,80.0,1009.2,1003.0,100.0,35.0,58.0,20980.0,0.38,0.45,1.14,2.4,2.97,3.04,3.11,225.0,225.0,226.0,225.0,7.7,27.2,26.5,25.7,100.0,7.3,8.9,3600.0,25.3,5050.0,915.0,region 2,Rain shower slight,50
region 3_2025-11-17_14,2025-11-17 14:00:00,29.8,73.0,24.5,34.8,0.1,0.0,0.1,0.0,0.0,3.0,1009.2,996.8,100.0,45.0,62.0,19880.0,0.37,0.45,1.13,3.14,3.98,4.05,4.04,217.0,219.0,220.0,222.0,8.0,27.7,27.0,26.1,100.0,8.25,8.9,3600.0,25.9,5050.0,1030.0,region 3,Rain shower slight,78
region 4_2025-11-17_14,2025-11-17 14:00:00,28.0,,23.4,31.2,1.1,0.0,1.1,0.0,0.0,95.0,1009.3,991.2,100.0,44.0,61.0,18560.0,0.37,0.36,0.91,4.88,6.59,6.81,6.82,227.0,229.0,230.0,231.0,10.2,26.2,25.5,24.7,100.0,8.75,8.9,2774.96,24.6,5050.0,1195.0,region 4,Thunderstorm no hail,60
region 5_2025-11-17_14,2025-11-17 14:00:00,29.4,74.0,24.2,34.5,0.3,0.0,0.3,0.0,0.0,80.0,1009.0,1003.7,100.0,57.0,67.0,24140.0,0.44,0.48,1.06,,4.18,4.32,4.31,220.0,222.0,222.0,224.0,7.9,27.2,26.4,25.6,100.0,7.1,8.85,3600.0,25.6,5050.0,745.0,region 5,Thunderstorm no hail,78
region 6_2025-11-17_14,2025-11-17 14:00:00,27.6,84.0,24.6,33.2,0.0,0.0,0.0,0.0,0.0,3.0,1009.0,1006.6,100.0,57.0,62.0,19880.0,0.2,0.45,0.59,2.92,3.42,3.42,3.42,232.0,232.0,232.0,232.0,5.7,26.0,25.3,24.5,100.0,5.2,,3600.0,25.4,5060.0,770.0,region 6,Thunderstorm no hail,78
region 7_2025-11-17_14,2025-11-17 14:00:00,30.6,76.0,25.9,36.8,0.7,0.0,0.7,0.0,0.0,80.0,1008.9,1001.3,100.0,51.0,55.0,17840.0,0.48,0.49,1.05,3.32,4.31,4.31,4.39,224.0,226.0,226.0,227.0,7.2,28.5,27.8,26.9,100.0,5.5,8.9,3600.0,27.1,5060.0,955.0,region 7,Thunderstorm no hail,45
region 8_2025-11-17_14,2025-11-17 14:00:00,30.0,69.0,23.7,33.4,0.2,0.0,0.2,0.0,0.0,80.0,1008.7,997.6,100.0,52.0,63.0,24140.0,0.4,0.43,1.32,4.96,6.52,6.66,6.66,228.0,229.0,229.0,229.0,9.6,28.0,27.2,26.4,100.0,8.9,8.9,3600.0,25.5,5060.0,1280.0,region 8,Rain shower slight,90
region 1_2025-11-17_15,2025-11-17 15:00:00,24.6,89.0,22.7,28.6,3.6,0.0,3.6,0.0,0.0,95.0,1009.5,966.8,100.0,51.0,91.0,16120.0,0.24,0.19,0.34,2.5,3.52,3.69,4.08,233.0,235.0,237.0,239.0,8.6,23.3,22.7,22.0,100.0,5.1,7.65,0.0,23.2,5100.0,775.0,region 1,Thunderstorm no hail,83
region 2_2025-11-17_15,2025-11-17 15:00:00,29.2,72.0,23.7,34.0,0.1,0.0,0.1,0.0,0.0,3.0,1008.4,1002.2,100.0,45.0,63.0,18600.0,0.32,0.36,1.14,2.14,2.78,2.78,2.84,217.0,218.0,218.0,219.0,7.1,27.3,26.5,25.7,100.0,6.75,7.55,1501.32,25.2,5010.0,925.0,region 2,Rain shower slight,35
region 3_2025-11-17_15,2025-11-17 15:00:00,29.0,76.0,24.4,33.7,0.5,0.0,0.5,0.0,0.0,80.0,1008.4,996.0,100.0,28.0,61.0,20020.0,0.35,0.38,0.96,3.19,4.1,4.17,4.24,221.0,223.0,224.0,225.0,7.6,27.3,26.5,25.7,100.0,6.75,7.5,3133.0,25.6,5050.0,1065.0,region 3,Rain shower slight,80
region 4_2025-11-17_15,2025-11-17 15:00:00,27.7,76.0,23.0,30.6,0.5,0.0,0.5,0.0,0.0,80.0,1008.4,990.3,100.0,47.0,67.0,24140.0,0.35,0.33,0.89,4.89,6.75,6.9,6.98,229.0,230.0,231.0,232.0,10.6,26.1,25.4,24.6,100.0,7.25,7.5,3432.34,24.3,5040.0,1150.0,region 4,Thunderstorm no hail,55
region 5_2025-11-17_15,2025-11-17 15:00:00,28.8,76.0,24.2,33.2,0.5,0.0,0.5,0.0,0.0,80.0,1008.1,1002.8,,46.0,66.0,24140.0,0.4,0.4,0.95,3.4,4.31,4.38,4.38,223.0,224.0,225.0,225.0,7.5,27.0,26.3,25.4,100.0,5.75,7.5,3600.0,25.4,5050.0,875.0,region 5,Thunderstorm no hail,80
region 6_2025-11-17_15,2025-11-17 15:00:00,27.4,,24.7,32.5,0.2,0.0,0.2,0.0,0.0,80.0,1008.1,1005.7,,45.0,66.0,20020.0,0.16,0.33,0.55,2.83,3.26,3.33,3.41,228.0,230.0,229.0,230.0,5.1,26.0,25.3,24.4,100.0,5.65,7.5,2654.52,25.4,5030.0,840.0,region 6,Thunderstorm no hail,80
region 7_2025-11-17_15,2025-11-17 15:00:00,30.0,77.0,25.5,35.5,0.6,0.0,0.6,0.0,0.0,80.0,1008.1,1000.5,,47.0,57.0,18640.0,0.36,0.33,0.97,2.83,3.75,3.83,3.76,228.0,228.0,229.0,230.0,6.9,28.2,27.5,26.6,100.0,5.3,7.5,764.0,26.6,5040.0,830.0,region 7,Thunderstorm no hail,35
region 8_2025-11-17_15,2025-11-17 15:00:00,29.7,70.0,23.6,33.0,0.0,0.0,0.0,0.0,0.0,3.0,1007.8,996.7,100.0,45.0,66.0,24140.0,0.37,0.41,1.25,4.96,6.66,6.8,6.88,228.0,229.0,229.0,229.0,9.9,27.8,27.1,26.2,100.0,7.45,7.5,3600.0,25.3,5070.0,1205.0,region 8,Rain shower slight,93
region 1_2025-11-17_16,2025-11-17 16:00:00,24.3,90.0,22.5,28.3,2.1,0.0,2.1,0.0,0.0,95.0,1009.1,966.4,100.0,56.0,86.0,7320.0,0.17,0.14,0.3,,3.16,3.41,3.58,234.0,235.0,238.0,240.0,6.8,23.1,22.5,21.8,100.0,2.25,5.55,0.0,23.0,5040.0,430.0,region 1,Thunderstorm no hail,80
region 2_2025-11-17_16,2025-11-17 16:00:00,29.0,,23.7,33.8,0.2,0.0,0.2,0.0,0.0,80.0,1008.0,1001.8,100.0,52.0,73.0,24140.0,0.28,0.3,1.08,2.12,2.62,2.69,2.76,225.0,227.0,225.0,226.0,6.8,27.3,26.6,25.8,100.0,4.85,5.55,1443.21,25.1,5010.0,885.0,region 2,Rain shower slight,33
region 3_2025-11-17_16,2025-11-17 16:00:00,28.1,,23.9,32.8,0.3,0.0,0.3,0.0,0.0,80.0,1008.0,995.5,100.0,61.0,62.0,18580.0,0.22,0.21,0.84,2.77,3.68,3.75,3.82,221.0,223.0,224.0,225.0,7.4,26.8,26.1,25.3,100.0,4.9,5.5,0.0,25.1,5040.0,985.0,region 3,Rain shower slight,78
region 4_2025-11-17_16,2025-11-17 16:00:00,26.9,80.0,23.1,30.0,1.0,0.0,1.0,0.0,0.0,95.0,1008.1,989.9,100.0,50.0,66.0,24140.0,0.27,0.24,0.71,4.62,6.58,6.8,6.96,231.0,234.0,234.0,235.0,10.1,25.6,24.9,24.1,100.0,5.45,5.45,1628.69,24.1,5040.0,1190.0,region 4,Thunderstorm no hail,43
region 5_2025-11-17_16,2025-11-17 16:00:00,27.9,79.0,23.9,32.3,0.6,0.0,0.6,0.0,0.0,80.0,1007.7,1002.3,100.0,55.0,67.0,24140.0,0.26,0.24,0.79,3.11,4.17,4.17,4.24,222.0,224.0,224.0,225.0,7.3,26.5,25.8,24.9,100.0,4.35,5.45,0.0,25.0,5040.0,840.0,region 5,Thunderstorm no hail,78
region 6_2025-11-17_16,2025-11-17 16:00:00,27.4,85.0,24.7,32.6,0.5,0.0,0.5,0.0,0.0,80.0,1007.7,1005.3,100.0,45.0,63.0,18580.0,0.14,0.26,0.55,2.62,3.11,3.11,3.11,227.0,228.0,228.0,228.0,4.8,26.1,25.4,24.5,100.0,4.45,,1248.29,25.4,5030.0,820.0,region 6,Thunderstorm no hail,78
